Name,"Keyword Preview",Location,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
OUTLOOK.DEV.HXS,"~kL	
Eux\P
d""l$V
!+]k	
«sDK«	
|ic~
zbjH
:z/`b7
!N#9
))Q:","/img_var1.E01/vol_vol2/Program Files/Microsoft Office/Office12/1033/OUTLOOK.DEV.HXS","2006-09-24 08:55:30 MSD","2008-10-28 19:44:08 MSK","2008-10-28 19:44:08 MSK","2006-09-24 08:55:30 MSD",6689723,Allocated,Allocated,unknown,"756bd9c2535a6591bffc99090609d684","677bd04f04e63f10d01410b8b9af2480be29f60ceecd41ef6cff79fc61800a94",application/x-msdownload,hxs
_REGISTRY_MACHINE_SYSTEM,"Files\VMware\VMware Tools\VSock «SDK«\bin\win32\vsocklib.dll
VMCI","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP8/snapshot/_REGISTRY_MACHINE_SYSTEM","2008-10-28 19:40:02 MSK","2008-10-28 19:40:02 MSK","2008-10-28 19:40:02 MSK","2008-10-28 19:40:01 MSK",4014080,Allocated,Allocated,unknown,"4ced476d5b8e1b62473b07b69fb8fd20","74f9326de7dc23d74f76b5e52079e2bff86e36f79f549a86c8fddc7af11b3f39","application/x.windows-registry",
A0001822.dll,"generated by Windows Media «SDK« version %s -->
DiskLowThreshold","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001822.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:46:05 MSD","2008-10-21 04:34:16 MSD","2004-08-04 16:00:00 MSD",2105344,Allocated,Allocated,unknown,"bb632fb3c80d1a761355c966ffb6be3c","1bb0cf6fe1a6cfcc52b7665bf82dc5b7643d6abed8a6898e9ace47a3f8097d97",application/x-msdownload,dll
bg_topleft.bmp,".7*6FTcv
vdN9&
7.4DQi}
«sdK«:$
7+4BOiz{
zaP:&
7+6BRcm","/img_var1.E01/vol_vol2/WINDOWS/system32/dllcache/compact.wmz/bg_topleft.bmp","2007-06-25 23:39:06 MSD","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",5766,Allocated,Allocated,unknown,"6af389bde80cf568e7c1166c90b34929","f076a53c9a4ab1c5918af825ed40961feb0e57b55bec5e5c9e65641574b64219",image/bmp,bmp
A0001833.dll,"Q0OV
Windows Media Format «SDK« (%s)
Q0OS
VVVSh
Q0OVW
VVVWh","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001833.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:46:12 MSD","2008-10-21 04:34:21 MSD","2004-08-04 16:00:00 MSD",1050624,Allocated,Allocated,unknown,"16f9e7cbfbc85315a07f7476ad89b1ef","26acacd7f20eb732f265355915ee57f668900609729e40a3a66ba4426ba0f39f",application/x-msdownload,dll
wmnetmgr.dll,"Lb0OV
Windows Media Format «SDK« (%s)
Lb0OS
	%Ou
	%Oj
VVVSh","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/wmnetmgr.dll","2008-04-14 04:12:09 MSD","2008-10-21 03:43:22 MSD","2008-10-21 04:52:04 MSD","2008-04-14 04:12:09 MSD",1053184,Allocated,Allocated,unknown,"c1fa9ee9feb39433d0c5738585e8b1f7","170be21a78f03e1854f70463deb9a24537aa14000f614b13cd67a51fcb767976",application/x-msdownload,dll
wmp.dll,"~K6FdKm
eK^]pK
kpKh
~KSsnK
«sdK«!
aK5mcK
VrKy
>aK+$
KcniK","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/wmp.dll","2008-04-14 04:12:09 MSD","2008-10-21 03:43:22 MSD","2008-10-21 05:01:51 MSD","2008-04-14 04:12:09 MSD",4874240,Allocated,Allocated,unknown,"723ccb70bb35576b5e64ebe7bb479802","1a7f6a5f98d037fbef75a8717e3641432b1e6a59e12b343f80970a3bbbb34a98",application/x-msdownload,dll
wmvcore.dll,"generated by Windows Media «SDK« version %s -->
DiskLowThreshold","/img_var1.E01/vol_vol2/WINDOWS/system32/wmvcore.dll","2008-04-14 04:12:58 MSD","2008-10-21 05:01:53 MSD","2008-10-23 01:14:20 MSD","2004-08-04 16:00:00 MSD",2109440,Allocated,Allocated,unknown,"169c85bb507e5f6735a6e798bff38a64","15805f0735f4f133397edb5f66fb6b70fb3b29bebdea60bc7462c377bb318b83",application/x-msdownload,dll
"VSock SDK","vsock «sdk«","/img_var1.E01/vol_vol2/Program Files/VMware/VMware Tools/VSock SDK","2008-10-21 02:00:13 MSD","2008-10-21 02:00:13 MSD","2008-10-21 02:00:13 MSD","2008-10-21 02:00:13 MSD",232,Allocated,Allocated,unknown,,,,
cimwin32.mof,"Please refer to the Platform «SDK« documentation for additional","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/cimwin32.mof","2008-04-13 19:39:19 MSD","2008-10-21 03:43:10 MSD","2008-10-21 04:55:25 MSD","2008-04-13 19:39:19 MSD",2775842,Allocated,Allocated,unknown,"141827b1984ec2da31dac13fea940c4f","5b7b173e8898cc1993da08b3a76097a5f7ff427e9980242d17cb8715cb3c7c6f",text/plain,mof
A0003669.mst,"Microsoft Office Visio «SDK« DocumentationSDK Documentation","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP9/A0003669.mst","2008-10-28 19:40:05 MSK","2008-10-28 19:55:05 MSK","2008-10-28 19:46:35 MSK","2008-10-28 19:40:05 MSK",61952,Allocated,Allocated,unknown,"538dff26d7b292c766ea493b6109bbe9","c80d6ae6126e7192edb8f87c7d48b6e9baa8ce0e227e8007a180e5cad4c3a0ab","application/x-ms-installer",mst
OBJECTS.DATA,"an event, see the Win32 «SDK« documentation for CreateProcess","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP16/snapshot/Repository/FS/OBJECTS.DATA","2008-10-30 10:38:49 MSK","2008-10-30 10:38:49 MSK","2008-10-30 19:49:26 MSK","2008-10-30 19:49:16 MSK",5767168,Allocated,Allocated,unknown,"c5e06cf6825fa49fc910f78d466511f1","543d0580d9d97104b95f819e74bc230b1813fbffd03faacaf2676e3b562c1e9f",application/octet-stream,data
"_REGISTRY_MACHINE_SOFTWARE","Q-11d3-86
Windows Media «SDK« HTTP Source Plugin
Author","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP16/snapshot/_REGISTRY_MACHINE_SOFTWARE","2008-10-30 19:49:03 MSK","2008-10-30 19:49:03 MSK","2008-10-30 19:49:03 MSK","2008-10-30 19:49:00 MSK",18657280,Allocated,Allocated,unknown,"aee807a2787ad59b62ebb45bf19233ad","8b3c5318d1b8aad32d45d751042607ec0f774a40dc1051cb7e051be11f28ecfb","application/x.windows-registry",
_REGISTRY_MACHINE_SYSTEM,"Files\VMware\VMware Tools\VSock «SDK«\bin\win32\vsocklib.dll
VMCI","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP16/snapshot/_REGISTRY_MACHINE_SYSTEM","2008-10-30 19:49:08 MSK","2008-10-30 19:49:08 MSK","2008-10-30 19:49:08 MSK","2008-10-30 19:49:04 MSK",4014080,Allocated,Allocated,unknown,"e2c4b78a78ff9ae59562dcf95550fbdb","0243cbaed06a8c5a94b349318db288c923d3004a05a7b099ac51c2bf5a17299c","application/x.windows-registry",
wmerrenu.dll,"%0
A new version of the «SDK« is needed to play the requested","/img_var1.E01/vol_vol2/WINDOWS/system32/dllcache/wmerrenu.dll","2004-08-04 16:00:00 MSD","2008-10-21 01:40:21 MSD","2008-10-21 01:40:21 MSD","2004-08-04 16:00:00 MSD",51200,Allocated,Allocated,unknown,"a8e132c8674d7d52945baa8296aefcff","9c561416ba670136865fdd85d3e86d5d258f75a89a621146a7689a390bb6daee",application/x-msdownload,dll
wmerror.dll,"%0
A new version of the «SDK« is needed to play the requested","/img_var1.E01/vol_vol2/WINDOWS/system32/dllcache/wmerror.dll","2004-08-04 16:00:00 MSD","2008-10-21 05:02:09 MSD","2008-10-21 01:40:21 MSD","2004-08-04 16:00:00 MSD",168448,Unallocated,Allocated,unknown,"cf96b1f83c77bc4306262822b8fa828c","6e10fd7a4dde5ecc1c359b8e0f31edce93f8ec178ec71d536054caac408db766",application/x-msdownload,dll
sysprop.chm,"Software Development Kit («SDK«) from the Microsoft Developer","/img_var1.E01/vol_vol2/WINDOWS/Help/sysprop.chm","2004-08-04 16:00:00 MSD","2008-10-20 18:31:08 MSD","2008-10-20 18:27:12 MSD","2004-08-04 16:00:00 MSD",33152,Allocated,Allocated,unknown,"2cc37d267fd4c2c49db78e38870bfe78","d3038e7ae50e1a7b8014a5a6949c75d4a5a9e023a76aea2d4ea14d87957df178","application/vnd.ms-htmlhelp",chm
smi2smir.exe,"information, see the WBEM «SDK« documentation.
Panic: Unknown","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/smi2smir.exe","2008-04-14 04:12:35 MSD","2008-10-21 03:43:20 MSD","2008-10-21 04:59:04 MSD","2008-04-14 04:12:35 MSD",236544,Allocated,Allocated,unknown,"8f81884447c7aab1e8b5e036a729becd","a38911600df4212e5c940ddc9b9361036ef4e2a747664bd8c56d6036cbdadf57",application/x-dosexec,exe
update.exe,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/66004d0acd607f44c08ee787c065c450/update/update.exe","2007-12-03 18:25:31 MSK","2008-10-29 19:21:00 MSK","2008-10-30 14:01:28 MSK","2008-10-29 19:20:59 MSK",755576,Allocated,Allocated,unknown,"0ff4e4e0dd01e7872d9c2013560fd4a7","fadc30d8a636762c424ff4f49d528f22d59c46c20c24c5c4b73badb4deb5e8a1",application/x-dosexec,exe
OBJECTS.DATA,"an event, see the Win32 «SDK« documentation for CreateProcess","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP9/snapshot/Repository/FS/OBJECTS.DATA","2008-10-28 19:51:40 MSK","2008-10-28 19:51:40 MSK","2008-10-28 19:54:53 MSK","2008-10-28 19:54:52 MSK",5767168,Allocated,Allocated,unknown,"1b5b0dcef62f0e785e212c7c0617ff0b","63aa2796709e2a3035e14c7682d966b216f5cbb376077627ede6dbabf323404a",application/octet-stream,data
"sysConfigLaunch.htm-slack","Files\VMware\VMware Tools\Guest «SDK«\vmGuestLibJava\doc\com\","/img_var1.E01/vol_vol2/WINDOWS/pchealth/helpctr/System/sysinfo/sysConfigLaunch.htm-slack","2008-10-21 05:05:24 MSD","2008-10-21 05:05:24 MSD","2008-10-21 05:05:25 MSD","2008-10-21 05:05:25 MSD",2773,Allocated,Allocated,unknown,,,application/octet-stream,htm-slack
dmboot.sys-slack,"CE Platform Builder 3.0 «SDK« Visual C++ installer
Sdkcmm","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/dmboot.sys-slack","2008-04-13 22:44:48 MSD","2008-10-21 04:53:35 MSD","2008-10-21 04:53:34 MSD","2008-04-13 22:44:48 MSD",3072,Allocated,Allocated,unknown,,,application/octet-stream,sys-slack
"_REGISTRY_MACHINE_SOFTWARE","Q-11d3-86
Windows Media «SDK« HTTP Source Plugin
Author","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP9/snapshot/_REGISTRY_MACHINE_SOFTWARE","2008-10-28 19:54:52 MSK","2008-10-28 19:54:52 MSK","2008-10-28 19:54:52 MSK","2008-10-28 19:54:51 MSK",18452480,Allocated,Allocated,unknown,"b26f37f92c9f8e8852bd397e1fb6de32","56218f3b58b419e1396e6b8f35dc169e08e8860653683d07a6390ff9f968a198","application/x.windows-registry",
spconcepts.chm,"Software Developer's Kit («SDK«)


		White papers from","/img_var1.E01/vol_vol2/WINDOWS/Help/spconcepts.chm","2004-08-04 16:00:00 MSD","2008-10-20 18:31:08 MSD","2008-10-20 18:29:14 MSD","2004-08-04 16:00:00 MSD",202413,Allocated,Allocated,unknown,"bc4778c97b8fb369d41713901ac6066f","0723ceac7605fcafc8ea9465f5b59a62e2d7febf25b0b9f0e5a493cc5c879f6c","application/vnd.ms-htmlhelp",chm
A0000893.dll,"MSMQOCM.INF
\setup\exchconn
\«sdk«\debug
\setup
mqupgrd/creatobj","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0000893.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:44:13 MSD","2008-10-21 01:39:26 MSD","2004-08-04 16:00:00 MSD",48640,Allocated,Allocated,unknown,"0834e1170e8be607b201770caa157c62","1804921cc5734c6b7c520ab1ae081e341da642b4869f7573f278594fe75bbfa8",application/x-msdownload,dll
_REGISTRY_MACHINE_SYSTEM,"Files\VMware\VMware Tools\VSock «SDK«\bin\win32\vsocklib.dll
VMCI","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP9/snapshot/_REGISTRY_MACHINE_SYSTEM","2008-10-28 19:54:52 MSK","2008-10-28 19:54:52 MSK","2008-10-28 19:54:52 MSK","2008-10-28 19:54:52 MSK",4014080,Allocated,Allocated,unknown,"aa4dce22ab8df3e0c2cc97ea887f59b2","edf3e8d1c7fd354583f0d02e84b3bcbe4f20d978537ada1aae251405ddcbd0c2","application/x.windows-registry",
sysDiskTS.htm-slack,"Files\VMware\VMware Tools\Guest «SDK«\vmGuestLibJava\doc\,  Size:","/img_var1.E01/vol_vol2/WINDOWS/pchealth/helpctr/System/sysinfo/sysDiskTS.htm-slack","2008-10-21 05:05:24 MSD","2008-10-21 05:05:24 MSD","2008-10-21 05:05:25 MSD","2008-10-21 05:05:25 MSD",1559,Allocated,Allocated,unknown,,,application/octet-stream,htm-slack
iis.inf,"=32771,«sdk«\admin
iis_sdk02_files=32771,«sdk«\asp
i","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/iis.inf","2004-08-04 16:00:00 MSD","2008-10-21 04:40:06 MSD","2008-10-21 04:40:06 MSD","2008-10-21 04:40:06 MSD",836490,Allocated,Allocated,unknown,"c4ca5d8745aecdbde8cfdbcc611850f7","13aaba533be7c08317fe7fbc1aadbc05a8ec317dba951d2dc7d382b90f2b0b35",text/plain,inf
A0000023.msi,"rofileUSERPROFILEVASST-«SDK«|VAssert SDKVASSERT_SDKV","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP2/A0000023.msi","2008-10-21 01:58:51 MSD","2008-10-21 02:00:37 MSD","2008-10-21 02:00:14 MSD","2008-10-21 01:58:51 MSD",7247360,Allocated,Allocated,unknown,"02b7f549f82cfa6b84ce2d9f9de63a6a","0e231e59f5c9d1fdd39f10a967cb09ff9d770857c3ffdd77e335db311a0b1171","application/x-ms-installer",msi
wmerror.dll,"%0
A new version of the «SDK« is needed to play the requested","/img_var1.E01/vol_vol2/WINDOWS/system32/dllcache/wmerror.dll","2008-04-13 21:23:24 MSD","2008-10-21 05:02:09 MSD","2008-10-21 05:02:09 MSD","2004-08-04 16:00:00 MSD",168448,Allocated,Allocated,unknown,"c1b3cffe4940b5abbb0f89bbd3f76940","41788a7518ae7a500ad6696584503a9d8d3e3f787a36c2a0ae62e7e4e77bb158",application/x-msdownload,dll
wmvcore.dll,"generated by Windows Media «SDK« version %s -->
DiskLowThreshold","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/wmvcore.dll","2008-04-14 04:12:58 MSD","2008-10-21 03:43:22 MSD","2008-10-21 04:52:02 MSD","2008-04-14 04:12:58 MSD",2109440,Allocated,Allocated,unknown,"169c85bb507e5f6735a6e798bff38a64","15805f0735f4f133397edb5f66fb6b70fb3b29bebdea60bc7462c377bb318b83",application/x-msdownload,dll
system.chm,"Software Development Kit («SDK«).







Note

		 Extended","/img_var1.E01/vol_vol2/WINDOWS/Help/system.chm","2004-08-04 16:00:00 MSD","2008-10-20 18:31:08 MSD","2008-10-21 03:01:00 MSD","2004-08-04 16:00:00 MSD",462338,Allocated,Allocated,unknown,"28696f25fd0d5909f4fa325fe371dfe9","75554ce0238247ecb020f1b14ce62588f42a6863fd90cff7d8d4f73512ed9b7f","application/vnd.ms-htmlhelp",chm
wmnetmgr.dll,"Q0OV
Windows Media Format «SDK« (%s)
Q0OS
VVVSh
Q0OVW
VVVWh","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/wmnetmgr.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:34:21 MSD","2008-10-21 04:34:21 MSD","2008-10-21 04:34:20 MSD",1050624,Allocated,Allocated,unknown,"16f9e7cbfbc85315a07f7476ad89b1ef","26acacd7f20eb732f265355915ee57f668900609729e40a3a66ba4426ba0f39f",application/x-msdownload,dll
change.log.1,"Files\VMware\VMware Tools\VSock «SDK«
\Program Files\VMware\VMware","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP2/change.log.1","2008-10-21 02:00:44 MSD","2008-10-21 02:01:50 MSD","2008-10-21 02:00:44 MSD","2008-10-21 02:00:06 MSD",81372,Allocated,Allocated,unknown,"deef34b78ef407d97d1e08d0c4c5b1f2","3db675abf3c0013d7797d49323ffc5a90827eb4c91488625db8dc59b141bfc60",application/octet-stream,1
A0002891.dll,"MSMQOCM.INF
\setup\exchconn
\«sdk«\debug
\setup
mqupgrd/creatobj","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0002891.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:53:09 MSD","2008-10-21 01:39:26 MSD","2004-08-04 16:00:00 MSD",48640,Allocated,Allocated,unknown,"0834e1170e8be607b201770caa157c62","1804921cc5734c6b7c520ab1ae081e341da642b4869f7573f278594fe75bbfa8",application/x-msdownload,dll
IconCache.db-slack,"cannot be created.
%nThe «SDK« function UuidCreate() returned","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Application Data/IconCache.db-slack","2008-10-30 19:49:49 MSK","2008-10-30 19:49:49 MSK","2008-10-30 19:49:49 MSK","2008-10-21 02:00:39 MSD",5443584,Allocated,Allocated,unknown,,,application/octet-stream,db-slack
wmnetmgr.dll,"Lb0OV
Windows Media Format «SDK« (%s)
Lb0OS
	%Ou
	%Oj
VVVSh","/img_var1.E01/vol_vol2/WINDOWS/system32/dllcache/wmnetmgr.dll","2008-04-14 04:12:09 MSD","2008-10-21 05:02:09 MSD","2008-10-21 05:02:09 MSD","2004-08-04 16:00:00 MSD",1053184,Allocated,Allocated,unknown,"c1fa9ee9feb39433d0c5738585e8b1f7","170be21a78f03e1854f70463deb9a24537aa14000f614b13cd67a51fcb767976",application/x-msdownload,dll
wmp.dll,"~K6FdKm
eK^]pK
kpKh
~KSsnK
«sdK«!
aK5mcK
VrKy
>aK+$
KcniK","/img_var1.E01/vol_vol2/WINDOWS/system32/dllcache/wmp.dll","2008-04-14 04:12:09 MSD","2008-10-21 05:02:09 MSD","2008-10-21 05:02:09 MSD","2004-08-04 16:00:00 MSD",4874240,Allocated,Allocated,unknown,"723ccb70bb35576b5e64ebe7bb479802","1a7f6a5f98d037fbef75a8717e3641432b1e6a59e12b343f80970a3bbbb34a98",application/x-msdownload,dll
181a7.msi,"rofileUSERPROFILEVASST-«SDK«|VAssert SDKVASSERT_SDKV","/img_var1.E01/vol_vol2/WINDOWS/Installer/181a7.msi","2008-10-21 02:00:42 MSD","2008-10-21 02:00:42 MSD","2008-10-21 02:00:42 MSD","2008-10-21 02:00:42 MSD",2555392,Allocated,Allocated,unknown,"570b7a38f69ff99506cf8ad6ec8955fd","93918f31426e76486a1d0c9f7cb2e2d2a7c06a03220942ee17b39b99ffb5bb98","application/x-ms-installer",msi
OBJECTS.DATA,"Please refer to the Platform «SDK« documentation for additional","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP2/snapshot/Repository/FS/OBJECTS.DATA","2008-10-21 01:59:28 MSD","2008-10-21 01:59:28 MSD","2008-10-21 02:00:06 MSD","2008-10-21 02:00:06 MSD",3899392,Allocated,Allocated,unknown,"cb43ee8241b656233d6359c4f20468e2","102489ff793bafd32a0fc8dff41d6c4e69cae6bab0d12f7a1dd13684784fe184",application/octet-stream,data
update.exe,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/6a15037304f9f3eab5357ec4718f72a9/update/update.exe","2007-11-30 15:39:22 MSK","2008-10-30 05:12:24 MSK","2008-10-30 14:01:43 MSK","2008-10-30 05:12:22 MSK",755576,Allocated,Allocated,unknown,"0ff4e4e0dd01e7872d9c2013560fd4a7","fadc30d8a636762c424ff4f49d528f22d59c46c20c24c5c4b73badb4deb5e8a1",application/x-dosexec,exe
"_REGISTRY_MACHINE_SOFTWARE","4571EA3}
Windows Media «SDK« HTTP Source Plugin
Inpr","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP2/snapshot/_REGISTRY_MACHINE_SOFTWARE","2008-10-21 02:00:06 MSD","2008-10-21 02:00:06 MSD","2008-10-21 02:00:06 MSD","2008-10-21 02:00:06 MSD",8720384,Allocated,Allocated,unknown,"afa4213c6e2a201f46a96cf0ed945d18","36b16879790da6c455b665452d2c6f0bd4602d7719b0676e436ce4fd477df566","application/x.windows-registry",
msi.dll,"the Windows 
 Installer «SDK« for additional documentation","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/msi.dll","2008-04-14 04:11:59 MSD","2008-10-21 04:54:39 MSD","2008-10-21 04:54:38 MSD","2008-04-14 04:11:59 MSD",2843136,Allocated,Allocated,unknown,"d3f72d50de53f9f1f55240115af4d42e","f8831b6b33ee2ee49615ae45a81c8434e154331beb1e64c491e64c1348314f3c",application/x-msdownload,dll
sprc041b.dll,"the Microsoft Platform «SDK«.
Warning:
If you enable","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/sprc041b.dll","2008-04-13 22:40:04 MSD","2008-10-21 03:43:20 MSD","2008-10-21 05:01:44 MSD","2008-04-13 22:40:04 MSD",577536,Allocated,Allocated,unknown,"e65cc415f9df0a2bc0845d779c5602a6","d0f9d5a720aab616b14011d04e97183e84a8f4888bf716a863429e87aeb1ed1b",application/x-msdownload,dll
sprc0424.dll,"the Microsoft Platform «SDK«.
Warning:
If you enable","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/sprc0424.dll","2008-04-13 22:40:05 MSD","2008-10-21 03:43:20 MSD","2008-10-21 04:53:26 MSD","2008-04-13 22:40:05 MSD",576512,Allocated,Allocated,unknown,"275a34d197d846bacd59dbc8ac5636c9","dbe9ee0f617d9630c5b29f67a7a412519c4d82fc2b69caf9061a85cfb685359b",application/x-msdownload,dll
A0003045.sdb,"Bluetooth Connection Wizard 
«Sdk« Windows Hr,g@b/e
 http://go","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0003045.sdb","2004-08-04 16:00:00 MSD","2008-10-21 05:01:39 MSD","2008-10-21 04:33:09 MSD","2004-08-04 16:00:00 MSD",759966,Allocated,Allocated,unknown,"cd48585956db48045acc4d86ce88134e","24b9d79b57af1a9a505cd371ec64432e8eb8868f16b2a27093c02bce677e0a0f",application/octet-stream,sdb
f0311568_UPDATE_EXE,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/$CarvedFiles/1/f0311568_UPDATE_EXE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",745984,Unallocated,Unallocated,unknown,"7d89b7526fcbc3fe42c2f9af49442252","5851a8c7eb798859fb66329f5ceffe8a631b823b9d7f82c8d491b85aa0c10eff",application/x-msdownload,
f0313800_UPDATE_EXE,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/$CarvedFiles/1/f0313800_UPDATE_EXE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",745984,Unallocated,Unallocated,unknown,"7d89b7526fcbc3fe42c2f9af49442252","5851a8c7eb798859fb66329f5ceffe8a631b823b9d7f82c8d491b85aa0c10eff",application/x-msdownload,
f0317168_UPDATE_EXE,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/$CarvedFiles/1/f0317168_UPDATE_EXE","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",745984,Unallocated,Unallocated,unknown,"7d89b7526fcbc3fe42c2f9af49442252","5851a8c7eb798859fb66329f5ceffe8a631b823b9d7f82c8d491b85aa0c10eff",application/x-msdownload,
f0315280.exe,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/$CarvedFiles/1/f0315280.exe","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",745984,Unallocated,Unallocated,unknown,"2e2c69acdcfb8ffeaf48ec511e5e50bf","78cf272f03c7f64ce6abc183f3cbf255b6ed2864d60d064b030f7cd3b1254532",application/x-dosexec,exe
A0003154.dll,"ShLSdK
~8Wh
iaKS
|5Sj
[K;E
h\«SdK«
WMRenderer Video Filter","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0003154.dll","2004-08-04 16:00:00 MSD","2008-10-21 05:01:51 MSD","2008-10-21 04:41:55 MSD","2004-08-04 16:00:00 MSD",4874240,Allocated,Allocated,unknown,"ad11f8b071fdc4e3e69b01713ab014fe","c591ebed153088f41e16ee43b207ea4b36f69451ab5b2ff49990ed4edcfc15e2",application/x-msdownload,dll
f0316760.exe,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/$CarvedFiles/1/f0316760.exe","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",745984,Unallocated,Unallocated,unknown,"6ae150c4a5b4f3da88aab750663fef3a","3f88f017f93b465e53df220557a6faa5eecc1bbb2a00bc2bdb235da14c0db1ed",application/x-dosexec,exe
